Renorun SKU,Feb 4,Feb 11,Feb 18,Feb 25,Mar 4,Mar 11,Mar 18,Mar 25,Apr 1,Apr 8,Apr 15,Apr 22,Apr 29,May 6,May 13,May 20,May 27,Jun 3,Jun 10,Jun 17,Jun 24,Jul 1,Jul 8,Jul 15
1000003188,3,3,3,3,3,3,3,8,4,4,4,4,4,24,24,24,24,24,24,24,24,20,20,12
1000004124,0,0,0,0,0,5,2,14,14,34,26,26,22,22,26,28,28,24,24,24,24,24,24,24
1000003466,4,4,4,4,4,0,3,3,3,3,3,3,3,4,4,24,24,24,24,24,24,24,24,24
1000003049,9,9,7,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,7,7,7
1000004016,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1805000349,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1805000348,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000006194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,12,12,12
1000001982,4,4,4,12,12,12,15,15,15,15,15,15,14,13,13,13,13,16,16,24,24,6,6,5
1000003673,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22
1000003664,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2909001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909001232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909001235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909001236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909001237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909001240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909002919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909002920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909000547,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000001562,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,19,19,19
1000004050,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000004048,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000005850,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2909004212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,24,24,22,22,6
2909004204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909004246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
1000004789,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22
1000004790,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000004791,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000004792,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000004786,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000004787,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000004788,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2909000658,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2909000659,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23
1000003128,0,0,0,0,0,0,0,24,24,24,22,22,22,22,21,21,24,24,24,24,24,24,24,24
1000002002,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000001741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24
1000001755,20,20,20,15,15,14,13,13,13,11,11,11,11,11,11,24,24,24,27,24,24,24,24,23
1000006495,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23
1000006490,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000003000,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23
1000003004,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000003005,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000003006,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000002998,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000002999,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000003001,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000003003,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000005695,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,16,16,24,24,24,16,16,16
1000005702,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,24,24,24,18,17,17
1000005725,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,19,19,19
1000005718,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,20,20,20
1000005696,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,21,21,21
1000005705,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,21,21,21,24,24,24,21,21,19
1000005717,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000005726,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000005727,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000005728,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000002864,16,16,16,16,16,16,16,16,16,16,16,16,16,16,34,34,34,24,24,24,24,16,16,16
1000002854,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,10,10,10
1000005637,26,18,18,10,8,2,0,0,0,0,0,0,0,1,1,0,0,0,0,24,24,0,0,0
1000006324,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,24
1000006394,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000006395,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000006396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
1000006397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
1000006398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909001624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909001626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909001628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
2909000538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909000540,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000006136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
1000006143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24
1000006154,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000006157,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000006161,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000006168,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000006182,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000002018,0,0,0,0,0,5,5,1,1,1,1,3,3,3,7,27,27,25,24,24,24,24,24,15
2909003286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,24,24,24,24,24,24,24
1000001904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
1000002580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,10
2909003327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,20,20
2909003345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
2909003403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
1000005852,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24
1000005853,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24
1000005855,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24
1000005865,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24
1000005866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24
1000005867,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24
1000005868,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24
1000005869,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24
1000005870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24
1000001624,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24
1000001626,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24
1000006566,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000006567,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24
2909001195,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2909001199,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2909001204,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2909001209,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1000001466,6,6,6,4,4,4,4,4,4,4,28,27,27,27,27,27,27,42,24,24,24,24,24,23
1000002677,9,8,8,8,8,8,8,8,13,13,10,10,10,8,8,8,8,8,20,24,24,20,20,20
1000003547,3,27,27,27,27,25,23,23,23,25,25,25,24,23,23,23,23,0,23,23,23,0,0,0
1000003032,20,20,20,22,22,22,22,22,21,21,21,21,21,21,23,23,23,23,23,23,23,20,20,20
1000001614,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1602000371,10,10,10,10,10,10,10,10,10,8,7,7,6,6,5,30,28,24,23,23,23,22,21,22
1000003674,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23
1607000376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,23,23,23,23,23,21,21,21
1000005836,0,0,0,0,0,0,0,0,23,23,23,23,23,23,23,23,22,22,23,23,23,22,22,22
1000002847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,24,24,24,23,23,22,22,22
1000002533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,23,23,23,23,23,23
2909001058,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,5,4,4,17,23,23,3,3,3
1000001999,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23
1000003002,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,16,16,16
1000003009,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1000005724,0,24,24,24,24,24,24,24,24,24,24,24,24,23,23,20,20,20,23,23,23,18,18,16
1000005703,0,24,24,24,24,24,24,24,24,24,24,24,24,23,23,20,20,20,23,23,23,20,20,19
1000005706,0,24,24,24,24,24,24,24,24,24,24,24,23,23,23,22,22,22,23,23,23,22,22,22
1301000532,23,23,96,95,87,74,56,52,49,38,33,26,19,13,9,8,31,26,23,23,23,0,0,0
2909003370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,23,23,23,23,23,23,23
2909000600,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,38,23,23,6,0,0
1000001442,17,17,17,16,16,16,16,16,15,15,18,25,25,25,25,25,30,23,23,23,23,23,23,23
1000004631,0,0,0,0,0,0,0,4,3,2,2,2,2,22,22,22,22,22,22,22,22,22,22,22
1000003100,0,0,0,0,0,0,0,6,2,22,22,22,36,36,22,22,22,22,22,22,22,22,22,22
1000006468,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,25,22,22,2,2,2
1000002623,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,25,24,22,22,14,14,14
1304000579,82,82,59,57,57,60,60,60,60,60,50,53,53,28,28,72,71,66,66,22,22,27,27,27
1000003992,23,23,21,19,18,18,10,10,10,10,10,0,0,0,0,23,23,23,22,22,22,0,0,0
1000002001,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22,22
1803000235,14,8,10,5,4,17,33,32,32,32,31,31,31,29,27,27,25,24,22,22,22,5,5,5
1000002697,5,5,1,1,0,0,0,0,0,25,25,25,25,25,25,22,22,22,22,22,22,17,16,13
1000001844,4,4,4,2,0,0,0,0,0,0,0,0,24,19,29,29,25,20,20,22,22,22,22,17
1000006494,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,22,22,22,22,18,18,18
1001000063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,203,22,22,160,22,0
1000002931,4,4,19,36,36,36,36,36,36,34,34,34,33,33,31,29,27,27,27,22,22,20,16,16
1000002878,3,3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,8,23,22,22,22,20,14,14
1302000593,22,22,22,22,22,12,9,7,15,13,13,13,23,23,23,44,43,43,39,22,22,22,18,18
2909003313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,22,22,22,22,22,22
1000001413,21,20,20,18,18,18,17,15,12,11,9,24,24,26,24,24,22,22,22,22,22,16,16,15
1000001457,15,15,14,14,12,10,10,10,10,10,10,34,33,33,31,23,21,43,23,22,22,22,21,20
1000001455,13,13,13,13,12,12,12,12,12,12,15,24,24,24,24,24,24,22,22,22,22,22,22,22
1000001453,13,13,13,13,11,11,8,8,8,5,2,2,2,2,2,2,22,22,22,22,22,22,22,22
1000001451,22,22,22,22,22,22,22,22,22,22,32,32,32,32,32,32,32,22,22,22,22,20,20,20
1000006009,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,22,22,22,10,9,9
1000003376,6,25,23,22,22,22,22,21,20,20,21,21,21,21,21,21,21,21,21,21,21,20,20,20
1602000370,9,9,7,20,16,15,12,11,11,11,11,9,8,6,10,18,18,26,21,21,21,0,0,0
1702000014,26,25,25,24,24,23,23,23,23,23,23,23,23,23,21,21,21,21,21,21,21,13,13,13
1000001776,4,4,4,4,4,4,4,1,1,1,0,2,14,13,12,11,10,20,21,21,21,4,3,2
1000002940,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,21,21,4,4,4
1000002877,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21
1000002863,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21
1000002041,0,0,0,0,0,0,0,0,0,24,27,27,27,25,25,25,22,22,22,21,21,21,21,21
1000005638,1,1,1,0,0,52,51,0,0,0,0,0,24,22,14,5,0,0,0,21,21,1,1,1
1000001632,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,23,23,23,21,21,21,21,21,21
1000003943,27,27,27,27,27,27,24,24,24,24,24,24,21,21,21,21,21,21,21,21,21,10,10,10
1000005472,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1000005476,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1000005473,0,0,0,0,0,0,0,0,0,16,16,16,16,21,21,21,21,21,21,21,21,21,21,21
1000005475,0,0,0,0,0,0,0,0,0,11,11,11,11,21,21,21,21,21,21,21,21,21,21,21
1000005474,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1000002761,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1000002008,12,12,10,9,9,9,8,10,8,8,26,26,20,19,15,15,19,17,22,21,21,14,14,14
2909000622,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,21,21,21,21,0,0,2
1000005952,0,0,0,0,0,0,0,0,8,8,8,8,9,9,9,9,21,21,21,21,21,21,21,21
2909002510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20
2909002517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20
1000003013,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000003031,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,20,20,20,20,20,16,16
1000006307,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000003514,4,19,19,19,19,19,19,19,19,21,21,17,17,17,17,17,17,20,20,20,20,2,2,2
1000004017,12,12,12,12,12,12,12,27,24,20,20,20,20,20,20,20,20,20,20,20,20,12,12,12
1000003587,0,0,0,0,0,0,0,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006017,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006018,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006019,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006020,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000001621,21,21,21,21,20,20,20,20,20,20,20,19,19,19,19,20,20,20,20,20,20,20,20,20
1000003718,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,17,17
1000003699,38,34,32,32,31,31,26,26,26,26,26,26,26,26,22,22,21,21,21,20,20,19,19,19
1000002647,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,21,21,20,20,20,20,12,12,12
1000002627,10,10,10,8,8,8,8,8,8,8,8,4,4,22,22,22,20,20,20,20,20,20,19,19
1000005839,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000005844,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2909004211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20
2909004249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20
2909001076,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0
2909001066,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2909001073,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000005233,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0
1000005281,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0
1000005283,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0
1000005285,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20
1000005277,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,30,30
1000005278,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000005279,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000005708,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8,20,20,20,20,20,20
1000002884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,25,25,25
1000002909,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25
1000002873,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,40,40
1000002881,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,13,13,13
1000002908,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19
1000002886,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,18
1000002882,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000002874,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000002879,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000002862,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000002869,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000002870,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000002923,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,17,17
1000002920,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,10,10,10
1000002921,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000002922,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006177,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006185,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2909003340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,20,20,20,19,19,19
1000002006,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,20,20,20,20,20,20,19,31,31
2909003251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20
2909003255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20
2909003281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20
2909003303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20
2909003379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20
2909003380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20
1000001625,5,4,4,3,3,2,1,1,0,0,0,0,24,24,24,24,24,24,24,20,20,12,12,12
1000005861,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,0,0,0
1000005856,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20
1000005857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20
1000005858,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20
1000005859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20
1000005860,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20
1000005862,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20
1000005863,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20
1000005864,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20
1000005871,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20
1000005872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20
1000006503,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,29,20,20,20,20,20,20
1000006504,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006505,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006521,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006498,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006500,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1000006509,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,35,20,20,20,20,20,20
1000006514,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
